County,Precinct,Race,Candidate,Party,Votes,VTD
ALLEN,Carlyle Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,27,10
ALLEN,Carlyle Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,122,10
ALLEN,Cottage Grove Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,23,20
ALLEN,Cottage Grove Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,77,20
ALLEN,Deer Creek Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,11,30
ALLEN,Deer Creek Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,37,30
ALLEN,East Elm,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,43,40
ALLEN,East Elm,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,147,40
ALLEN,Geneva Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,8,50
ALLEN,Geneva Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,45,50
ALLEN,Humboldt Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,22,00006A
ALLEN,Humboldt Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,91,00006A
ALLEN,Humboldt Township Rural Enclave,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00006B
ALLEN,Humboldt Township Rural Enclave,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00006B
ALLEN,Humboldt Township Split,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00006C
ALLEN,Humboldt Township Split,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00006C
ALLEN,Humboldt Ward 1,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,110,70
ALLEN,Humboldt Ward 1,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,183,70
ALLEN,Humboldt Ward 2,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,94,80
ALLEN,Humboldt Ward 2,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,246,80
ALLEN,Iola Ward 1,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,109,90
ALLEN,Iola Ward 1,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,252,90
ALLEN,Iola Ward 2,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,116,00010A
ALLEN,Iola Ward 2,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,355,00010A
ALLEN,Iola Ward 2 Exclave,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00010B
ALLEN,Iola Ward 2 Exclave,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00010B
ALLEN,Iola Ward 3,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,144,110
ALLEN,Iola Ward 3,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,237,110
ALLEN,Iola Ward 4,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,140,120
ALLEN,Iola Ward 4,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,251,120
ALLEN,Marmaton Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,73,140
ALLEN,Marmaton Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,228,140
ALLEN,North Elsmore,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,9,150
ALLEN,North Elsmore,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,61,150
ALLEN,North Iola Part A,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,24,00016A
ALLEN,North Iola Part A,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,91,00016A
ALLEN,North Iola Part A Rural Enclave,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00016B
ALLEN,North Iola Part A Rural Enclave,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00016B
ALLEN,North Iola Part B,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00016C
ALLEN,North Iola Part B,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00016C
ALLEN,Osage Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,20,170
ALLEN,Osage Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,73,170
ALLEN,Salem Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,31,180
ALLEN,Salem Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,81,180
ALLEN,South Elsmore,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,18,190
ALLEN,South Elsmore,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,40,190
ALLEN,South Iola,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,45,00020A
ALLEN,South Iola,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,187,00020A
ALLEN,South Iola Enclave,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00020B
ALLEN,South Iola Enclave,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00020B
ALLEN,West Elm,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,124,210
ALLEN,West Elm,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,293,210
ALLEN,Logan Township S12,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,20,120020
ALLEN,Logan Township S12,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,68,120020
ALLEN,Logan Township S15,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,120030
ALLEN,Logan Township S15,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,120030
ANDERSON,Garnett Precinct 1,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,107,00002A
ANDERSON,Garnett Precinct 1,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,293,00002A
ANDERSON,Garnett Precinct 1 Exclave,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00002B
ANDERSON,Garnett Precinct 1 Exclave,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00002B
ANDERSON,Garnett Precinct 2,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,78,30
ANDERSON,Garnett Precinct 2,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,247,30
ANDERSON,Garnett Precinct 3,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,66,40
ANDERSON,Garnett Precinct 3,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,200,40
ANDERSON,Garnett Precinct 4,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,19,50
ANDERSON,Garnett Precinct 4,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,31,50
ANDERSON,Indian Creek Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,9,80
ANDERSON,Indian Creek Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,39,80
ANDERSON,Lincoln Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,16,110
ANDERSON,Lincoln Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,73,110
ANDERSON,Monroe Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,38,00014A
ANDERSON,Monroe Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,101,00014A
ANDERSON,Putnam Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,41,170
ANDERSON,Putnam Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,83,170
ANDERSON,Reeder Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,13,180
ANDERSON,Reeder Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,68,180
ANDERSON,Washington Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,18,210
ANDERSON,Washington Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,84,210
ANDERSON,Welda Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,36,220
ANDERSON,Welda Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,82,220
ANDERSON,Lone Elm Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,16,130010
ANDERSON,Lone Elm Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,71,130010
ANDERSON,Ozark Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,38,130020
ANDERSON,Ozark Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,165,130020
ANDERSON,Rich Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,24,130030
ANDERSON,Rich Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,101,130030
ANDERSON,Walker Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,61,130040
ANDERSON,Walker Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,174,130040
ANDERSON,Westphalia Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,28,130050
ANDERSON,Westphalia Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,86,130050
ANDERSON,Jackson Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,25,140010
ANDERSON,Jackson Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,144,140010
ATCHISON,Atchison Precinct 1,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,70,10
ATCHISON,Atchison Precinct 1,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,109,10
ATCHISON,Atchison Precinct 2 East,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,83,20
ATCHISON,Atchison Precinct 2 East,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,143,20
ATCHISON,Atchison Precinct 2 West,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,95,30
ATCHISON,Atchison Precinct 2 West,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,135,30
ATCHISON,Atchison Precinct 3 East,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,180,40
ATCHISON,Atchison Precinct 3 East,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,256,40
ATCHISON,Atchison Precinct 3 West,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,255,00005A
ATCHISON,Atchison Precinct 3 West,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,424,00005A
ATCHISON,Atchison Precinct 4,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,164,00006A
ATCHISON,Atchison Precinct 4,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,213,00006A
ATCHISON,Atchison Precinct 4 Exclave A,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00006B
ATCHISON,Atchison Precinct 4 Exclave A,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00006B
ATCHISON,Atchison Precinct 4 Exclave B,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00006C
ATCHISON,Atchison Precinct 4 Exclave B,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00006C
ATCHISON,Atchison Precinct 5 North,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,203,00007A
ATCHISON,Atchison Precinct 5 North,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,248,00007A
ATCHISON,Atchison Precinct 5 North Exclave A,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00007B
ATCHISON,Atchison Precinct 5 North Exclave A,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00007B
ATCHISON,Atchison Precinct 5 North Exclave B,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00007C
ATCHISON,Atchison Precinct 5 North Exclave B,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00007C
ATCHISON,Atchison Precinct 5 South,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,105,00008A
ATCHISON,Atchison Precinct 5 South,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,161,00008A
ATCHISON,Atchison Precinct 5 South Exclave A,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00008B
ATCHISON,Atchison Precinct 5 South Exclave A,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00008B
ATCHISON,Atchison Precinct 5 South Exclave B,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00008C
ATCHISON,Atchison Precinct 5 South Exclave B,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00008C
ATCHISON,Atchison Precinct 5 South Exclave C,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00008D
ATCHISON,Atchison Precinct 5 South Exclave C,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00008D
ATCHISON,Center Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,55,100
ATCHISON,Center Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,232,100
ATCHISON,Grasshopper Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,30,110
ATCHISON,Grasshopper Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,202,110
ATCHISON,Huron Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,17,120
ATCHISON,Huron Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,53,120
ATCHISON,Kapioma Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,28,130
ATCHISON,Kapioma Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,89,130
ATCHISON,Lancaster Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,62,140
ATCHISON,Lancaster Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,194,140
ATCHISON,Shannon Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,156,00016A
ATCHISON,Shannon Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,373,00016A
ATCHISON,Walnut Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,76,00017A
ATCHISON,Walnut Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,135,00017A
ATCHISON,Walnut Township Enclave,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00017B
ATCHISON,Walnut Township Enclave,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00017B
ATCHISON,Mount Pleasant Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,93,100050
ATCHISON,Mount Pleasant Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,314,100050
ATCHISON,Benton Township H62,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,63,120020
ATCHISON,Benton Township H62,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,205,120020
ATCHISON,Benton Township H63,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,27,120030
ATCHISON,Benton Township H63,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,71,120030
BARBER,Aetna Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,2,10
BARBER,Aetna Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,4,10
BARBER,Deerhead Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,20
BARBER,Deerhead Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,6,20
BARBER,Eagle Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,30
BARBER,Eagle Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,16,30
BARBER,Elm Mills Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,12,40
BARBER,Elm Mills Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,54,40
BARBER,Elwood Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,11,50
BARBER,Elwood Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,55,50
BARBER,Hazelton Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,11,60
BARBER,Hazelton Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,46,60
BARBER,Kiowa East Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,43,70
BARBER,Kiowa East Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,216,70
BARBER,Kiowa West Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,20,80
BARBER,Kiowa West Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,127,80
BARBER,Lake City Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,5,90
BARBER,Lake City Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,33,90
BARBER,McAdoo Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,100
BARBER,McAdoo Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,10,100
BARBER,Medicine Lodge Precinct 1,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,40,110
BARBER,Medicine Lodge Precinct 1,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,217,110
BARBER,Medicine Lodge Precinct 2,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,20,00012A
BARBER,Medicine Lodge Precinct 2,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,170,00012A
BARBER,Medicine Lodge Precinct 2 Exclave,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00012B
BARBER,Medicine Lodge Precinct 2 Exclave,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00012B
BARBER,Medicine Lodge Precinct 3,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,14,130
BARBER,Medicine Lodge Precinct 3,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,128,130
BARBER,Medicine Lodge Precinct 4,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,8,140
BARBER,Medicine Lodge Precinct 4,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,95,140
BARBER,Medicine Lodge Precinct 5,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,150
BARBER,Medicine Lodge Precinct 5,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,23,150
BARBER,Mingona Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,4,160
BARBER,Mingona Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,36,160
BARBER,Moore Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,6,170
BARBER,Moore Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,12,170
BARBER,Nippawalla Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,180
BARBER,Nippawalla Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,18,180
BARBER,Sun City Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,210
BARBER,Sun City Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,17,210
BARBER,Turkey Creek Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,5,220
BARBER,Turkey Creek Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,8,220
BARBER,Valley Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,7,230
BARBER,Valley Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,46,230
BARBER,Sharon Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,18,130010
BARBER,Sharon Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,137,130010
BARTON,Albion Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,3,10
BARTON,Albion Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,19,10
BARTON,Beaver Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,9,20
BARTON,Beaver Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,32,20
BARTON,Buffalo Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,15,30
BARTON,Buffalo Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,156,30
BARTON,Cheyenne Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,12,40
BARTON,Cheyenne Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,84,40
BARTON,Clarence Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,7,50
BARTON,Clarence Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,38,50
BARTON,Cleveland Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,3,60
BARTON,Cleveland Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,21,60
BARTON,Comanche Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,22,70
