County,Precinct,Race,Candidate,Party,Votes,VTD
ALLEN,Carlyle Township,Governor / Lt. Governor,"Kloos, Rick  ",independent,4,000010
ALLEN,Carlyle Township,Governor / Lt. Governor,"Orman, Greg  ",independent,5,000010
ALLEN,Carlyle Township,Governor / Lt. Governor,"Kelly, Laura  ",Democratic,48,000010
ALLEN,Carlyle Township,Governor / Lt. Governor,"Caldwell, Jeff  ",Libertarian,3,000010
ALLEN,Carlyle Township,Governor / Lt. Governor,"Kobach, Kris  ",Republican,98,000010
ALLEN,Cottage Grove Township,Governor / Lt. Governor,"Kloos, Rick  ",independent,0,000020
ALLEN,Cottage Grove Township,Governor / Lt. Governor,"Orman, Greg  ",independent,2,000020
ALLEN,Cottage Grove Township,Governor / Lt. Governor,"Kelly, Laura  ",Democratic,40,000020
ALLEN,Cottage Grove Township,Governor / Lt. Governor,"Caldwell, Jeff  ",Libertarian,2,000020
ALLEN,Cottage Grove Township,Governor / Lt. Governor,"Kobach, Kris  ",Republican,57,000020
ALLEN,Deer Creek Township,Governor / Lt. Governor,"Kloos, Rick  ",independent,2,000030
ALLEN,Deer Creek Township,Governor / Lt. Governor,"Orman, Greg  ",independent,2,000030
ALLEN,Deer Creek Township,Governor / Lt. Governor,"Kelly, Laura  ",Democratic,15,000030
ALLEN,Deer Creek Township,Governor / Lt. Governor,"Caldwell, Jeff  ",Libertarian,2,000030
ALLEN,Deer Creek Township,Governor / Lt. Governor,"Kobach, Kris  ",Republican,27,000030
ALLEN,East Elm,Governor / Lt. Governor,"Kloos, Rick  ",independent,4,000040
ALLEN,East Elm,Governor / Lt. Governor,"Orman, Greg  ",independent,10,000040
ALLEN,East Elm,Governor / Lt. Governor,"Kelly, Laura  ",Democratic,58,000040
ALLEN,East Elm,Governor / Lt. Governor,"Caldwell, Jeff  ",Libertarian,12,000040
ALLEN,East Elm,Governor / Lt. Governor,"Kobach, Kris  ",Republican,113,000040
ALLEN,Geneva Township,Governor / Lt. Governor,"Kloos, Rick  ",independent,0,000050
ALLEN,Geneva Township,Governor / Lt. Governor,"Orman, Greg  ",independent,1,000050
ALLEN,Geneva Township,Governor / Lt. Governor,"Kelly, Laura  ",Democratic,13,000050
ALLEN,Geneva Township,Governor / Lt. Governor,"Caldwell, Jeff  ",Libertarian,1,000050
ALLEN,Geneva Township,Governor / Lt. Governor,"Kobach, Kris  ",Republican,38,000050
ALLEN,Humboldt Township,Governor / Lt. Governor,"Kloos, Rick  ",independent,2,00006A
ALLEN,Humboldt Township,Governor / Lt. Governor,"Orman, Greg  ",independent,4,00006A
ALLEN,Humboldt Township,Governor / Lt. Governor,"Kelly, Laura  ",Democratic,40,00006A
ALLEN,Humboldt Township,Governor / Lt. Governor,"Caldwell, Jeff  ",Libertarian,1,00006A
ALLEN,Humboldt Township,Governor / Lt. Governor,"Kobach, Kris  ",Republican,70,00006A
ALLEN,Humboldt Township Rural Enclave,Governor / Lt. Governor,"Kloos, Rick  ",independent,0,00006B
ALLEN,Humboldt Township Rural Enclave,Governor / Lt. Governor,"Orman, Greg  ",independent,0,00006B
ALLEN,Humboldt Township Rural Enclave,Governor / Lt. Governor,"Kelly, Laura  ",Democratic,0,00006B
ALLEN,Humboldt Township Rural Enclave,Governor / Lt. Governor,"Caldwell, Jeff  ",Libertarian,0,00006B
ALLEN,Humboldt Township Rural Enclave,Governor / Lt. Governor,"Kobach, Kris  ",Republican,0,00006B
ALLEN,Humboldt Township Split,Governor / Lt. Governor,"Kloos, Rick  ",independent,0,00006C
ALLEN,Humboldt Township Split,Governor / Lt. Governor,"Orman, Greg  ",independent,0,00006C
ALLEN,Humboldt Township Split,Governor / Lt. Governor,"Kelly, Laura  ",Democratic,0,00006C
